SeniorCitizen,tenure,MonthlyCharges,TotalCharges,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureSegment_Established,TenureSegment_Loyal,TenureSegment_New,ChargesSegment_Low,ChargesSegment_Medium,ChargesSegment_Premium,PredictedChurn,ChurnProbability,TopRiskFactor,RetentionRecommendation
0,1,24.2,24.2,0,24.2,24.2,1,3,0,0,1,0,0,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.00049081596,ChurnBinary,Contact customer proactively
0,69,20.55,1403.1,0,20.33478260869565,1417.95,1,2,0,0,0,1,0,2,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,62,23.4,1429.65,0,23.05887096774193,1450.8,2,1,0,0,0,1,0,1,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,2,90.4,168.2,1,84.1,180.8,4,3,1,1,1,0,1,6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0.9994789,ChurnBinary,Contact customer proactively
1,62,96.1,6019.35,0,97.08629032258064,5958.2,6,3,0,0,0,1,1,3,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0,0.0003481476,ChurnBinary,Contact customer proactively
1,2,44.95,85.15,1,42.575,89.9,2,3,0,0,1,0,0,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.99922323,ChurnBinary,Contact customer proactively
0,69,19.9,1356.7,0,19.66231884057971,1373.1,1,1,0,0,0,1,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,1,74.5,74.5,1,74.5,74.5,3,3,1,1,1,0,0,6,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1,0.999516,ChurnBinary,Contact customer proactively
0,31,55.25,1715.65,1,55.34354838709677,1712.75,4,3,0,1,0,0,0,4,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1,0.99895775,ChurnBinary,Contact customer proactively
1,69,20.3,1356.3,0,19.656521739130437,1400.7,1,1,0,0,0,1,0,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,2,91.45,171.45,0,85.725,182.9,5,3,1,1,1,0,1,6,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,0,0.00072613836,ChurnBinary,Contact customer proactively
0,33,70.4,2406.1,0,72.9121212121212,2323.2000000000003,2,3,0,0,0,0,0,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0.00041320224,ChurnBinary,Contact customer proactively
0,3,19.6,55.25,0,18.416666666666668,58.8,1,3,0,0,1,0,0,4,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,0,0.00034001272,ChurnBinary,Contact customer proactively
0,44,65.4,2774.55,0,63.05795454545455,2877.6000000000004,5,2,0,1,0,1,0,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0.00022046105,ChurnBinary,Contact customer proactively
0,10,110.1,1043.3,1,104.33,1101.0,8,3,1,1,0,0,1,5,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0.99944156,ChurnBinary,Contact customer proactively
0,8,75.25,576.7,0,72.0875,602.0,3,3,1,1,0,0,0,5,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0,0.00072613836,ChurnBinary,Contact customer proactively
0,8,66.65,520.95,0,65.11875,533.2,5,3,0,1,0,0,0,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0,0.00040541048,ChurnBinary,Contact customer proactively
0,69,20.35,1442.65,0,20.907971014492755,1404.15,1,2,0,0,0,1,0,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,23,75.6,1758.6,1,76.4608695652174,1738.8,3,3,0,0,0,0,0,3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.998968,ChurnBinary,Contact customer proactively
0,66,25.1,1697.7,0,25.722727272727276,1656.6,2,1,0,0,0,1,0,1,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,1,102.45,102.45,1,102.45,102.45,7,3,1,1,1,0,1,6,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0.9994715,ChurnBinary,Contact customer proactively
0,3,19.95,58.0,0,19.33333333333333,59.85,1,3,0,0,1,0,0,4,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.0003201954,ChurnBinary,Contact customer proactively
0,5,51.0,286.8,0,57.36,255.0,3,3,0,0,1,0,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0,0.0004349494,ChurnBinary,Contact customer proactively
0,1,51.2,51.2,0,51.2,51.2,3,3,0,0,1,0,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.00049311685,ChurnBinary,Contact customer proactively
0,9,77.65,714.15,1,79.35,698.85,3,3,1,0,0,0,0,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0.99945956,ChurnBinary,Contact customer proactively
0,36,63.7,2188.5,0,60.79166666666666,2293.2000000000003,5,2,0,0,0,0,0,2,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,0,0.0002163051,ChurnBinary,Contact customer proactively
0,68,85.5,5696.6,0,83.77352941176471,5814.0,5,2,0,0,0,1,0,2,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0.00018626945,ChurnBinary,Contact customer proactively
0,35,40.9,1383.6,0,39.53142857142857,1431.5,3,2,0,0,0,0,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,60,20.55,1205.05,0,20.084166666666665,1233.0,1,1,0,0,0,1,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,72,74.55,5430.65,0,75.42569444444445,5367.599999999999,7,1,0,0,0,1,0,1,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,45,20.4,930.45,1,20.67666666666667,918.0,1,2,0,1,0,1,0,3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.9981883,ChurnBinary,Contact customer proactively
0,37,91.2,3247.55,0,87.77162162162162,3374.4,4,2,0,0,0,1,1,2,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,0,0.00021688396,ChurnBinary,Contact customer proactively
0,7,50.7,350.35,0,50.05,354.90000000000003,3,3,0,0,0,0,0,3,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.0002901907,ChurnBinary,Contact customer proactively
0,4,50.7,151.3,1,37.825,202.8,3,3,0,0,1,0,0,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.99918264,ChurnBinary,Contact customer proactively
0,1,54.9,54.9,1,54.9,54.9,4,3,0,1,1,0,0,5,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,1,0.9993001,ChurnBinary,Contact customer proactively
0,4,60.4,272.15,1,68.0375,241.6,5,3,0,0,1,0,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,1,0.99905616,ChurnBinary,Contact customer proactively
0,18,49.55,878.35,1,48.797222222222224,891.9,3,3,0,0,0,0,0,3,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0.9986285,ChurnBinary,Contact customer proactively
0,12,74.05,872.65,1,72.72083333333333,888.5999999999999,6,2,0,0,0,0,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,1,0.99817455,ChurnBinary,Contact customer proactively
0,1,80.05,80.05,1,80.05,80.05,3,3,1,0,1,0,0,5,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,1,0.999516,ChurnBinary,Contact customer proactively
0,72,25.0,1738.9,0,24.15138888888889,1800.0,2,1,0,0,0,1,0,1,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,42,20.25,835.5,0,19.892857142857142,850.5,1,1,0,1,0,1,0,2,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0,0.00016521425,ChurnBinary,Contact customer proactively
1,24,76.1,1712.7,1,71.3625,1826.4,3,3,0,1,0,0,0,4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0.99934536,ChurnBinary,Contact customer proactively
0,26,78.95,2034.25,0,78.24038461538461,2052.7000000000003,3,2,0,0,0,0,0,2,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0,0.00021688396,ChurnBinary,Contact customer proactively
0,68,73.0,5163.0,0,75.92647058823529,4964.0,7,2,0,0,0,1,0,2,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,0,0.00018130933,ChurnBinary,Contact customer proactively
0,17,19.9,323.15,0,19.008823529411764,338.29999999999995,1,2,0,0,0,0,0,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0.00017376519,ChurnBinary,Contact customer proactively
0,59,111.1,6555.2,0,111.10508474576272,6554.9,8,1,0,0,0,1,1,1,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,0,0.0002485382,ChurnBinary,Contact customer proactively
0,13,74.4,896.75,1,68.98076923076923,967.2,3,3,0,0,0,0,0,3,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1,0.99916565,ChurnBinary,Contact customer proactively
0,2,20.45,42.45,0,21.225,40.9,1,3,0,0,1,0,0,4,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,0,0.00034872457,ChurnBinary,Contact customer proactively
0,67,19.65,1335.2,0,19.928358208955224,1316.55,1,1,0,0,0,1,0,1,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,17,20.05,337.9,0,19.876470588235293,340.85,1,2,0,0,0,0,0,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0,0.00017376519,ChurnBinary,Contact customer proactively
0,71,80.1,5585.4,0,78.66760563380281,5687.099999999999,8,1,0,0,0,1,0,1,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,17,98.6,1704.95,1,100.29117647058824,1676.1999999999998,6,2,0,0,0,0,1,2,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,1,0.99842095,ChurnBinary,Contact customer proactively
0,1,89.55,89.55,1,89.55,89.55,4,3,1,1,1,0,0,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,1,0.999516,ChurnBinary,Contact customer proactively
0,6,19.7,94.45,0,15.741666666666667,118.2,1,2,0,0,0,0,0,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,0,0.00017376519,ChurnBinary,Contact customer proactively
0,61,114.1,7132.15,0,116.92049180327868,6960.099999999999,8,3,0,1,0,1,1,4,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0,0.00047862472,ChurnBinary,Contact customer proactively
0,6,73.85,401.3,0,66.88333333333334,443.1,3,3,1,0,0,0,0,4,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0,0.00070010836,ChurnBinary,Contact customer proactively
1,1,25.05,25.05,1,25.05,25.05,1,3,0,0,1,0,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1,0.9992291,ChurnBinary,Contact customer proactively
0,21,102.8,2110.15,1,100.48333333333332,2158.8,7,3,0,1,0,0,1,4,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,1,0.99938023,ChurnBinary,Contact customer proactively
0,60,110.8,6640.7,0,110.67833333333331,6648.0,8,1,0,0,0,1,1,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,0,0.00023671876,ChurnBinary,Contact customer proactively
1,20,85.8,1727.5,1,86.375,1716.0,4,3,0,0,0,0,0,3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1,0.99919945,ChurnBinary,Contact customer proactively
0,22,95.9,2234.95,0,101.58863636363635,2109.8,6,3,0,0,0,0,1,3,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.0003838059,ChurnBinary,Contact customer proactively
0,40,20.6,827.3,0,20.6825,824.0,1,1,0,0,0,1,0,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,23,74.95,1710.45,1,74.36739130434783,1723.85,3,3,0,1,0,0,0,4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0.99934536,ChurnBinary,Contact customer proactively
0,1,45.95,45.95,1,45.95,45.95,2,3,0,0,1,0,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.99925023,ChurnBinary,Contact customer proactively
0,46,38.25,1755.35,0,38.15978260869565,1759.5,4,1,0,0,0,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,5,69.95,320.4,0,64.08,349.75,2,3,0,0,1,0,0,4,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.0005779198,ChurnBinary,Contact customer proactively
1,68,20.0,1396.0,0,20.529411764705884,1360.0,1,1,0,0,0,1,0,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
