ChurnProbability,TopRiskFactor,RetentionRecommendation
0.00015950973,ChurnBinary,Contact customer proactively
0.00024772697,ChurnBinary,Contact customer proactively
0.0003815237,ChurnBinary,Contact customer proactively
0.00034403338,ChurnBinary,Contact customer proactively
0.99859506,ChurnBinary,Contact customer proactively
0.00028883218,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00066272396,ChurnBinary,Contact customer proactively
0.9994616,ChurnBinary,Contact customer proactively
0.00047441677,ChurnBinary,Contact customer proactively
0.0005220591,ChurnBinary,Contact customer proactively
0.00039670602,ChurnBinary,Contact customer proactively
0.9982095,ChurnBinary,Contact customer proactively
0.00021762843,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.00057450467,ChurnBinary,Contact customer proactively
0.9985261,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.0002735568,ChurnBinary,Contact customer proactively
0.00043073384,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.0006899123,ChurnBinary,Contact customer proactively
0.9986965,ChurnBinary,Contact customer proactively
0.0002901907,ChurnBinary,Contact customer proactively
0.9992933,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9992105,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00016103535,ChurnBinary,Contact customer proactively
0.0005843093,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.0002915254,ChurnBinary,Contact customer proactively
0.00024311508,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00023308028,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9993037,ChurnBinary,Contact customer proactively
0.00021432113,ChurnBinary,Contact customer proactively
0.00040310746,ChurnBinary,Contact customer proactively
0.00042023597,ChurnBinary,Contact customer proactively
0.00025796116,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00042036676,ChurnBinary,Contact customer proactively
0.9982145,ChurnBinary,Contact customer proactively
0.0004125414,ChurnBinary,Contact customer proactively
0.9993954,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9991628,ChurnBinary,Contact customer proactively
0.9993531,ChurnBinary,Contact customer proactively
0.9994204,ChurnBinary,Contact customer proactively
0.9992735,ChurnBinary,Contact customer proactively
0.00018268962,ChurnBinary,Contact customer proactively
0.0003097104,ChurnBinary,Contact customer proactively
0.00043073384,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.9982377,ChurnBinary,Contact customer proactively
0.9988181,ChurnBinary,Contact customer proactively
0.00020734109,ChurnBinary,Contact customer proactively
0.0001807711,ChurnBinary,Contact customer proactively
0.00044277526,ChurnBinary,Contact customer proactively
0.9991418,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00043643924,ChurnBinary,Contact customer proactively
0.0007027669,ChurnBinary,Contact customer proactively
0.00068163505,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.00034959987,ChurnBinary,Contact customer proactively
0.00025407207,ChurnBinary,Contact customer proactively
0.00025228725,ChurnBinary,Contact customer proactively
0.00027320362,ChurnBinary,Contact customer proactively
0.9994729,ChurnBinary,Contact customer proactively
0.00021058026,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0003459553,ChurnBinary,Contact customer proactively
0.00039786779,ChurnBinary,Contact customer proactively
0.0003012237,ChurnBinary,Contact customer proactively
0.99916565,ChurnBinary,Contact customer proactively
0.00022046105,ChurnBinary,Contact customer proactively
0.00028880822,ChurnBinary,Contact customer proactively
0.9988651,ChurnBinary,Contact customer proactively
0.0002967256,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0002018856,ChurnBinary,Contact customer proactively
0.0004114037,ChurnBinary,Contact customer proactively
0.0006689417,ChurnBinary,Contact customer proactively
0.00053873303,ChurnBinary,Contact customer proactively
0.00031043732,ChurnBinary,Contact customer proactively
0.00027054647,ChurnBinary,Contact customer proactively
0.00032653695,ChurnBinary,Contact customer proactively
0.0007522108,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9991178,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9985343,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9988457,ChurnBinary,Contact customer proactively
0.00031940543,ChurnBinary,Contact customer proactively
0.0002005849,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00020067346,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.00029242702,ChurnBinary,Contact customer proactively
0.00025833896,ChurnBinary,Contact customer proactively
0.00016103535,ChurnBinary,Contact customer proactively
0.9987206,ChurnBinary,Contact customer proactively
0.00031642546,ChurnBinary,Contact customer proactively
0.00017758504,ChurnBinary,Contact customer proactively
0.0002444003,ChurnBinary,Contact customer proactively
0.00022046105,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00037890044,ChurnBinary,Contact customer proactively
0.00043140588,ChurnBinary,Contact customer proactively
0.9993243,ChurnBinary,Contact customer proactively
0.9993087,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00047584932,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9991455,ChurnBinary,Contact customer proactively
0.0007165782,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.0003457931,ChurnBinary,Contact customer proactively
0.0005409584,ChurnBinary,Contact customer proactively
0.0006958194,ChurnBinary,Contact customer proactively
0.000264825,ChurnBinary,Contact customer proactively
0.00057157985,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0007027669,ChurnBinary,Contact customer proactively
0.00029657315,ChurnBinary,Contact customer proactively
0.99899274,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00051371305,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00043907107,ChurnBinary,Contact customer proactively
0.00066326954,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0002186703,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00033185678,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9992111,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.99883574,ChurnBinary,Contact customer proactively
0.00026280273,ChurnBinary,Contact customer proactively
0.00019756574,ChurnBinary,Contact customer proactively
0.999313,ChurnBinary,Contact customer proactively
0.00021094157,ChurnBinary,Contact customer proactively
0.00018130933,ChurnBinary,Contact customer proactively
0.00030543542,ChurnBinary,Contact customer proactively
0.00044402553,ChurnBinary,Contact customer proactively
0.00027747406,ChurnBinary,Contact customer proactively
0.00023994433,ChurnBinary,Contact customer proactively
0.00025084885,ChurnBinary,Contact customer proactively
0.00032163947,ChurnBinary,Contact customer proactively
0.9993794,ChurnBinary,Contact customer proactively
0.99873716,ChurnBinary,Contact customer proactively
0.9991124,ChurnBinary,Contact customer proactively
0.00028235046,ChurnBinary,Contact customer proactively
0.00041627814,ChurnBinary,Contact customer proactively
0.00029402555,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005671073,ChurnBinary,Contact customer proactively
0.0002117654,ChurnBinary,Contact customer proactively
0.00033284916,ChurnBinary,Contact customer proactively
0.9994803,ChurnBinary,Contact customer proactively
0.9977824,ChurnBinary,Contact customer proactively
0.00032756868,ChurnBinary,Contact customer proactively
0.00029905757,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994325,ChurnBinary,Contact customer proactively
0.9988424,ChurnBinary,Contact customer proactively
0.99897385,ChurnBinary,Contact customer proactively
0.00022021441,ChurnBinary,Contact customer proactively
0.9994729,ChurnBinary,Contact customer proactively
0.0002979323,ChurnBinary,Contact customer proactively
0.99933016,ChurnBinary,Contact customer proactively
0.00033331214,ChurnBinary,Contact customer proactively
0.00017738654,ChurnBinary,Contact customer proactively
0.00020494984,ChurnBinary,Contact customer proactively
0.0005642306,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9985291,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.000494328,ChurnBinary,Contact customer proactively
0.00031337704,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0007216907,ChurnBinary,Contact customer proactively
0.99945015,ChurnBinary,Contact customer proactively
0.9993425,ChurnBinary,Contact customer proactively
0.0002521764,ChurnBinary,Contact customer proactively
0.00048129816,ChurnBinary,Contact customer proactively
0.00029796528,ChurnBinary,Contact customer proactively
0.9991007,ChurnBinary,Contact customer proactively
0.9989404,ChurnBinary,Contact customer proactively
0.00022035892,ChurnBinary,Contact customer proactively
0.00022035892,ChurnBinary,Contact customer proactively
0.00044722206,ChurnBinary,Contact customer proactively
0.9992968,ChurnBinary,Contact customer proactively
0.99936897,ChurnBinary,Contact customer proactively
0.9994286,ChurnBinary,Contact customer proactively
0.99933124,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005279902,ChurnBinary,Contact customer proactively
0.9994241,ChurnBinary,Contact customer proactively
0.9993445,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9990865,ChurnBinary,Contact customer proactively
0.00044311935,ChurnBinary,Contact customer proactively
0.00037735578,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005222116,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00031766322,ChurnBinary,Contact customer proactively
